species	genome_assembly	clade;qual	lifespan_days;quant	length_cm;quant	weight_kg;quant	RGBIF_observation;quant	genome_size;quant	GC_content_proportion;quant	No_prot_annot;quant	median_coverage_exon;buscodataset_embryophyta;quant	No_genes;buscodataset_embryophyta;quant	No_introns;buscodataset_embryophyta;quant	median_length_introns;buscodataset_embryophyta;quant	No_multi_exonic_genes;buscodataset_embryophyta;quant	No_intron_per_gene;buscodataset_embryophyta;quant	prop_intron_annotated;buscodataset_embryophyta;quant	median_gene_fpkm;buscodataset_embryophyta;quant	average_svr;svr_class_all;buscodataset_embryophyta;quant	average_svr;svr_class_high_SV;buscodataset_embryophyta;quant	average_svr;svr_class_low_SV;buscodataset_embryophyta;quant	median_coverage_exon;buscodataset_eukaryota;quant	No_genes;buscodataset_eukaryota;quant	No_introns;buscodataset_eukaryota;quant	median_length_introns;buscodataset_eukaryota;quant	No_multi_exonic_genes;buscodataset_eukaryota;quant	No_intron_per_gene;buscodataset_eukaryota;quant	prop_intron_annotated;buscodataset_eukaryota;quant	median_gene_fpkm;buscodataset_eukaryota;quant	average_svr;svr_class_all;buscodataset_eukaryota;quant	average_svr;svr_class_high_SV;buscodataset_eukaryota;quant	average_svr;svr_class_low_SV;buscodataset_eukaryota;quant	median_coverage_exon;buscodataset_None;quant	No_genes;buscodataset_None;quant	No_introns;buscodataset_None;quant	median_length_introns;buscodataset_None;quant	No_multi_exonic_genes;buscodataset_None;quant	No_intron_per_gene;buscodataset_None;quant	prop_intron_annotated;buscodataset_None;quant	median_gene_fpkm;buscodataset_None;quant	average_svr;svr_class_all;buscodataset_None;quant	average_svr;svr_class_high_SV;buscodataset_None;quant	average_svr;svr_class_low_SV;buscodataset_None;quant	median_coverage_exon;buscodataset_metazoa;quant	No_genes;buscodataset_metazoa;quant	No_introns;buscodataset_metazoa;quant	median_length_introns;buscodataset_metazoa;quant	No_multi_exonic_genes;buscodataset_metazoa;quant	No_intron_per_gene;buscodataset_metazoa;quant	prop_intron_annotated;buscodataset_metazoa;quant	median_gene_fpkm;buscodataset_metazoa;quant	average_svr;svr_class_all;buscodataset_metazoa;quant	average_svr;svr_class_high_SV;buscodataset_metazoa;quant	average_svr;svr_class_low_SV;buscodataset_metazoa;quant	Embryophyta_dn;quant	Embryophyta_ds;quant	Embryophyta_dnds;quant	Eukaryota_dn;quant	Eukaryota_ds;quant	Eukaryota_dnds;quant	Metazoa_dn;quant	Metazoa_ds;quant	Metazoa_dnds;quant	per_clade_dn;quant	per_clade_ds;quant	per_clade_dnds;quant
Exaiptasia_diaphana	GCF_001417965.1	Other Invertebrates	NA	NA	NA	1860	210.157303	0.36	27753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1581.04490198297	286	2753	217	273	10.0842490842491	0.996004358881221	10.47695	0.00465068286072673	0.181266045796567	0.00171578945891254	644.664369034995	22509	119965	277	16447	7.29403538639265	0.99117242529071	3.37577	0.0100563393386838	0.189899716551333	0.00204022865175043	1533.23028611305	908	6995	232	848	8.24882075471698	0.997283774124375	10.80955	0.00549224337883678	0.183512593861326	0.00193598965820379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chelonus_insularis	GCF_013357705.1	Hymenoptera	NA	0.5	NA	106	135.730473	0.31	19220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	440.514703926036	298	1039	85	276	3.76449275362319	0.999037536092397	18.6126	0.00789730398958574	0.141985649930906	0.00266785849787425	274.428607046494	10548	42038	97	8782	4.78683671145525	0.993648603644322	10.0353	0.0271462723281952	0.209716288680994	0.003002262947344	429.142072752231	957	3391	85	895	3.78882681564246	0.997935712179298	19.9116	0.0115658757073483	0.161786861640455	0.00309547120457817	NA	NA	NA	0.3987821629	3.402772343	0.117193312600049	0.3802842787	3.735110959	0.101813381951527	0.2417054003	2.724370912	0.0887197111213321
Oenanthe_oenanthe	GCA_013399995.1	Aves	3686.5	NA	0.0306	1386406	990.372378	0.42	13570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121.038095238095	258	1852	695	242	7.65289256198347	0.976241900647948	18.690875	0.00294365174493793	0.155379850510226	0.000942301214102638	27.3749658677518	13570	52519	798	8316	6.31541606541607	0.960281041147014	0.9541205	0.00877715480550713	0.178772332545089	0.00112943510179439	129.71679197995	818	4952	693	757	6.54161162483487	0.970315024232633	20.982725	0.00529066025727587	0.161538869504327	0.00114477079135081	NA	NA	NA	NA	NA	NA	0.0375520058	0.2730493825	0.137528257548797	0.02657390843	0.1771920252	0.149972372627975
Clarias_magur	GCA_013621035.1	Teleostei	5913	47	1.2	177	940.828279	0.4	23712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285.344677643785	251	2662	287	246	10.8211382113821	0.955672426746807	9.72624	0.00753378221732703	0.153693685755663	0.002006487619581	29.6290029474646	23712	118228	392	13827	8.55051710421639	0.957658084379335	0.2146505	0.0147070866156254	0.173547172143801	0.00206509135059901	239.511657651566	788	7451	316	777	9.58944658944659	0.94859750369078	9.67697	0.0091634053027787	0.157607822578402	0.0023496315171065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arvicola_amphibius	GCF_903992535.1	Mammalia	1825	22	0.25	90561	2291.739337	0.42	40754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	592.944992104383	267	2675	1125	262	10.2099236641221	0.998878504672897	9.18567	0.0129793609411406	0.14109954207266	0.00466583007950134	89.2504816955685	21575	112439	1258	12269	9.16447958268808	0.996691539412481	0.9094315	0.0220462082947538	0.168788782790498	0.00462194199922412	599.081315046924	863	7036	1249.5	827	8.50785973397823	0.998010233086981	9.438685	0.0168408789623576	0.148965258634452	0.00521589488420368	NA	NA	NA	0.0136513994	0.1170163963	0.116662278378504	0.01095871343	0.1094958784	0.100083341858464	0.01109382399	0.1030840374	0.107619222818682
Vespula_pensylvanica	GCA_014466175.1	Hymenoptera	NA	13	NA	9247	178.925065	0.34	18491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	156.173721272646	294	1080	87	268	4.02985074626866	0.977777777777778	14.921675	0.0138975314709828	0.160003130756872	0.00268104977106907	5.45620915032679	18491	26580	94	6964	3.81677197013211	0.947253574115877	0	0.0230483075628967	0.173143762070008	0.00330395020116938	175.876210064445	949	3273	87	872	3.75344036697248	0.965169569202566	17.22125	0.0199286949345812	0.165253560670622	0.00368824628405219	NA	NA	NA	0.005732907852	0.04394636312	0.130452384338283	0.006380301873	0.04854976278	0.131417776476312	0.006543117863	0.04913177374	0.133174875745896
Vespula_vulgaris	GCA_014466185.1	Hymenoptera	NA	NA	NA	49697	172.124947	0.35	15512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	896.031530217978	283	1350	87	265	5.09433962264151	0.978518518518519	8.449425	0.0194264075942418	0.160258273930213	0.00543496810483749	262.589840481647	15512	45634	98	8499	5.36933756912578	0.969781303414121	1.338065	0.0299737278729775	0.179758005158926	0.00579308419313294	1011.86536901865	916	4037	87	862	4.68329466357309	0.980431013128561	9.93298	0.0228771222728972	0.150452347683674	0.00630983859234851	NA	NA	NA	0.01914899986	0.08668553798	0.220901897896948	0.01993390256	0.098124519	0.203149047385394	0.02331497205	0.1048476543	0.222369992019936
Struthio_camelus	GCF_000698965.1	Aves	18250	200	130	100927	1184.788736	0.41	25438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2115.26842105989	278	2513	781	273	9.2051282051282	0.994031038599284	14.652525	0.0158384339212655	0.136820062484582	0.00594325121483838	914.495707510198	14590	123897	1030	12592	9.83934243964422	0.987255542910644	4.238455	0.0304189200517344	0.171731695337888	0.00650516846931278	2033.6430042558	879	6728	857	854	7.87822014051522	0.991082045184304	13.40895	0.0203471913238618	0.153154770464658	0.00650625701327499	NA	NA	NA	0.0410693734	0.3711126218	0.110665525739335	0.02681400176	0.2279371893	0.117637678354929	0.02755788223	0.2104413281	0.130952805130106
Pan_troglodytes	GCF_002880755.1	Mammalia	24820	170	70	6318	3018.59299	0.41	80807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	876.495477117174	293	2923	1292	290	10.0793103448276	0.999657885733835	5.76493	0.0303147471016482	0.139508759687662	0.00891379291641872	235.230263575328	21526	140706	1534	14603	9.63541737999041	0.996766307051583	0.787709	0.0408459774603997	0.167574050825278	0.00818010883119041	879.121598147076	942	7771	1473	915	8.49289617486339	0.999227898597349	6.06949	0.0368100888470463	0.147229296572761	0.00940924144321899	NA	NA	NA	0.003618575028	0.01970478891	0.183639370334163	0.002986190174	0.01860343598	0.1605182062717	0.001062909914	0.005117907025	0.207684490712295
Vicugna_pacos	GCF_000164845.3	Mammalia	9417	225	65	676	2031.198268	0.41	44159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	878.611888111888	292	2902	958	288	10.0763888888889	0.996209510682288	12.072275	0.016913281550406	0.15291157056538	0.00509620175584653	212.490543263916	19504	129633	1142	14001	9.25883865438183	0.990442248501539	2.9655775	0.02593343326643	0.169775337176556	0.00525858672587265	882.11810012837	951	7612	1111	913	8.33734939759036	0.996058854440357	12.0586	0.0187387285088338	0.15587307699096	0.00582756015238811	NA	NA	NA	0.04560552517	0.3778199016	0.120707048455808	0.03926749769	0.3565689839	0.110125948871124	0.006362182561	0.04706598329	0.135175813108992
Gorilla_gorilla	GCF_008122165.1	Mammalia	21936.5	175	275	1631	2999.027915	0.41	51652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1613.99816581071	288	2861	1276	283	10.1095406360424	0.998951415588955	11.2204075	0.0189965589922442	0.140777128496698	0.00682318410906161	465.657500071628	20656	149330	1556	15875	9.40661417322835	0.9949172972611	1.6223575	0.0366035813300719	0.174037420364486	0.0073369485783297	1475.55749193109	922	7674	1466	896	8.56473214285714	0.998827208756841	11.1807325	0.0264566829940902	0.151374704439165	0.00795446258256657	NA	NA	NA	0.004367292304	0.02494809679	0.175055129085059	0.008431452731	0.0353199789	0.238716244844642	0.009967489402	0.03580727924	0.278364891540416
Equus_asinus	GCF_001305755.1	Mammalia	18250	140	320	7583	2357.936803	0.41	42247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2039.88049844237	293	2902	1029.5	288	10.0763888888889	0.997932460372157	9.65589	0.0206035005062484	0.139532609588904	0.00689145872116126	873.836098981077	20471	159451	1266	16628	9.58930719268703	0.990730694696176	2.366365	0.033005550236013	0.169614601380017	0.00723471533161718	1987.19661024017	950	7761	1207	918	8.45424836601307	0.997423012498389	10.144925	0.0255792350350143	0.153402332720557	0.0076005894610778	NA	NA	NA	0.003613012283	0.02073750925	0.174225951605061	0.002983406335	0.01991524114	0.149805182574857	0.001694541678	0.008222178499	0.206094002727634
Peromyscus_maniculatus	GCF_000500345.1	Mammalia	3029.5	22.2	0.024	301591	2473.536217	0.42	45588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	667.98961038961	280	2450	1135.5	273	8.97435897435897	0.997959183673469	6.48767	0.0128337927333353	0.154786209255896	0.0038385441168883	153.22252240335	21608	112689	1381	13451	8.3777414318638	0.994622367755504	0.42338975	0.0223694700691365	0.183408257686151	0.00378359607637808	664.115688824784	927	6598	1284	879	7.50625711035267	0.998332828129736	7.051585	0.0168210043747634	0.156912425590642	0.00418222116526742	NA	NA	NA	0.01541093889	0.1453374612	0.10603555864233	0.01768756168	0.1643569907	0.107616728711497	0.007066590573	0.04887195264	0.14459398880691
Bombus_vancouverensis	GCF_011952275.1	Hymenoptera	NA	NA	NA	7602	282.13351	0.38	24285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	201.881109687858	295	1463	83	276	5.30072463768116	0.991797676008202	20.5366	0.0197937193578994	0.161496517386149	0.00420426130471561	66.0530471967244	11338	44165	99	7758	5.69283320443413	0.99227895392279	5.6895	0.0310474189938204	0.191997729194593	0.00369153697712708	186.393667334158	965	4285	84	903	4.7452934662237	0.993698949824971	20.3533	0.0209224154969434	0.155366990844048	0.00443824959114179	NA	NA	NA	0.0006485759437	0.005451753924	0.118966474411988	0.0000001117368262	0.0000005250621911	0.212806840968519	0.001113979757	0.0051068241	0.218135525169156
Ceratosolen_solmsi	GCF_000503995.1	Hymenoptera	NA	NA	NA	116	275.780432	0.3	12833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2217.69701848678	294	1360	103	270	5.03703703703704	0.989705882352941	27.4244	0.0165192004087936	0.154294701531383	0.00427494050118157	1066.20669898634	9823	49827	304	8663	5.75170264342607	0.967306881811066	7.456415	0.0326643350012509	0.186412483356135	0.00567761209657866	1944.50725215103	952	4038	120	888	4.5472972972973	0.980931154036652	22.35175	0.0225365664234821	0.156755381526021	0.0054078318516138	NA	NA	NA	0.2368833135	1.99979117	0.118454025127034	0.2298644394	2.157314138	0.106551213544219	0.238652447	2.368270216	0.1007707842575
Glossina_fuscipes	GCF_014805625.1	Lepido Diptera	NA	NA	NA	580	380.154703	0.34	22320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	450.821568547373	287	804	64	241	3.33609958506224	0.997512437810945	7.14588	0.0143373299988961	0.165981560940909	0.00298428597115184	292.008971704624	12387	37188	77	8753	4.24860047983548	0.991448854469184	3.46762	0.0301116194402167	0.203565521287122	0.00367696529447517	421.871779109465	939	2422	65	784	3.08928571428571	0.996284062758051	6.71777	0.0169671264830379	0.175077012543766	0.00343104928106606	NA	NA	NA	0.3042266612	2.890492286	0.105250812352453	0.2790118693	2.952230309	0.0945088425010137	0.2760202148	3.249222022	0.0849496319214594
Trachemys_scripta	GCF_013100865.1	Other Vertebrates	15074.5	29	3.2	145010	2044.051184	0.44	42076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2086.13730853392	286	2734	1174.5	279	9.79928315412186	0.999268471104609	0.49360825	0.0169443558277061	0.135680102905943	0.00562259789316271	583.726686606027	18662	137307	1556	14716	9.33045664582767	0.994195488940841	0.04382495	0.031935394462955	0.173800558918001	0.00631637835818372	2064.68037960535	921	7321	1303	892	8.20739910313901	0.998360879661248	0.5126565	0.0223179565415519	0.152100812422182	0.00650775574089284	NA	NA	NA	0.007992238764	0.05689544542	0.140472382367369	0.01158814807	0.06576276354	0.176211391465499	0.01136479306	0.03623205036	0.313666848745239
Diabrotica_virgifera	GCF_003013835.1	Other Insecta	NA	0.6	NA	1804	1850.691159	0.33	28061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1036.8808988764	291	1186	3176.5	259	4.57915057915058	0.994097807757167	11.7457	0.0111558123703041	0.165647920447495	0.00335594508917048	132.727624380611	20592	54659	4143	13008	4.20195264452645	0.985272324777255	0.46710425	0.0231491050568721	0.194628544357178	0.00357502364302938	944.286298568507	936	3221	3001	820	3.92804878048781	0.994101210804098	9.8730025	0.0124255006661939	0.17438855962012	0.00345703508191686	NA	NA	NA	0.291030092	2.801096296	0.103898638692142	0.2699031718	2.936452875	0.0919146954810232	0.03040546604	0.3718850633	0.0817603852388981
Odocoileus_virginianus	GCF_002102435.1	Mammalia	8395	220	137	179586	2358.937504	0.42	48221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3134.21386687209	286	2859	988	279	10.247311827957	0.994753410283316	8.705685	0.0211412501106579	0.144696905106539	0.00622351520719589	943.972978363761	21072	152671	1237	16719	9.13158681739339	0.99042385259807	1.34596	0.0326561593088671	0.170826735099101	0.00706500315845216	3043.61411712313	925	7496	1110	896	8.36607142857143	0.99559765208111	9.442015	0.024947966564595	0.150243345362193	0.00746223264300868	NA	NA	NA	0.01246993583	0.07963066116	0.156597165568479	0.009770146068	0.07900442498	0.123665808218632	0.005931543204	0.03931543615	0.150870593966436
Anas_platyrhynchos	GCF_015476345.1	Aves	10621.5	98	1.082	25476308	1184.302851	0.42	45225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3867.47594819611	273	2724	658.5	268	10.1641791044776	0.998164464023495	12.50195	0.00994404302636897	0.153215455093374	0.0035141407586898	885.386150318421	16836	125816	862	12955	9.71177151678888	0.99343485725186	2.48153	0.0240252728063919	0.184915120990237	0.00412024818202502	3487.63569889757	886	7425	729	863	8.60370799536501	0.997306397306397	11.28715	0.0136143017334112	0.162859535046584	0.00384879357000083	NA	NA	NA	0.02034728926	0.1682375585	0.120943797814327	0.02219998288	0.182204632	0.121840935855023	0.008701620249	0.06460814117	0.134683030519387
Podarcis_muralis	GCF_004329235.1	Other Vertebrates	3650	NA	0.00541	254117	1508.102667	0.44	50554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9257.97355781552	288	2913	1050	283	10.2932862190813	0.998283556470992	24.8963	0.0140461883918387	0.148674952786023	0.00475803877491876	1371.82706191869	21258	161246	1302	16993	9.48896604484199	0.994269625293031	2.549465	0.0281338992572534	0.175599645762534	0.00600809485645471	7711.0506329114	935	7846	1117.5	914	8.58424507658643	0.99834310476676	20.427875	0.0180134358352894	0.152222314130435	0.00582959077387825	NA	NA	NA	0.01488190461	0.117670402	0.12647109516971	0.01478400151	0.1130560314	0.130767030532791	0.008066037027	0.06570438609	0.122762535456177
Bison_bison	GCF_000754665.1	Mammalia	14600	380	900	20786	2632.263697	0.42	35554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00592740485	0.02104820408	0.281610954904804
Balaenoptera_acutorostrata	GCF_000493695.1	Mammalia	18250	1020	10000	255704	2286.657046	0.41	37625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	414.008931332495	284	2816	1044	277	10.1660649819495	0.997869318181818	7.88524	0.0251115437519439	0.14614300688682	0.00634620615350944	125.179503270183	18832	131101	1253	13841	9.47193121884257	0.990694197603375	1.433377	0.0383924490766784	0.171260337951607	0.00663866481700151	404.177734375	927	7481	1198	891	8.39618406285073	0.995321481085416	8.69916	0.0324687531061355	0.1556542575946	0.00749497156916551	NA	NA	NA	0.01348494175	0.06716932112	0.200760429391697	0.01254251331	0.0659579252	0.190159306436158	0.006222218959	0.02828698537	0.219967553191406
Seriola_lalandi	GCF_002814215.1	Teleostei	4380	250	96.8	17382	716.375742	0.41	38827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	911.586286594761	280	2790	257	275	10.1454545454545	0.999641577060932	3.02196	0.00463674729051009	0.178895775933959	0.00126234885495919	244.201913905623	25802	193115	351	20532	9.40556204948373	0.995826321104005	0.29404775	0.0145692871158267	0.210569505521516	0.00194014254830566	853.307624113476	912	7588	275	888	8.54504504504505	0.999604638903532	3.0420425	0.00647469481883971	0.199930232077994	0.0015330680392776	NA	NA	NA	0.06148921852	0.4835944098	0.127150391472536	0.04621910701	0.3566535708	0.129591039580305	0.001035029628	0.006059362134	0.170814948027663
Ursus_arctos	GCF_023065955.1	Mammalia	18250	280	600	45832	2474.151172	0.43	51919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	676.47440243616	291	2920	1043.5	286	10.2097902097902	1	4.03971	0.0185071385841651	0.143935389879264	0.00624723432223818	178.24893065162	20480	141753	1268	14309	9.90656230344538	0.996056520849647	0.603559	0.0311791181700325	0.170991460408411	0.00611492593936783	592.330873875951	953	7904	1200	923	8.56338028169014	0.998734817813765	3.972695	0.023702193905545	0.151336296270808	0.00678550889510401	NA	NA	NA	0.02270898365	0.1874645286	0.121137496355137	0.01933322678	0.1778285289	0.108718364255669	0.0007368842737	0.004517792455	0.163107154885892
Anser_cygnoides	GCF_000971095.1	Aves	14600	94	3.15	48774	1083.772221	0.41	31811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6168.18048946295	271	2498	737	265	9.42641509433962	0.993194555644516	17.0838	0.0114187011027811	0.154165304213387	0.00396268644999462	1715.61595744681	14709	124841	928	12636	9.87978790756569	0.987311860686794	3.41225	0.0257864098507751	0.179220396467994	0.00526407593108904	5502.81775216328	857	6772	786	837	8.09080047789725	0.992173656231542	14.6581	0.0147865149530631	0.158140499772016	0.00441236276584828	NA	NA	NA	0.01934633558	0.1140469868	0.169634780565724	0.01230165733	0.1041759392	0.11808539884035	0.007588676249	0.05485844303	0.138331965507115
Tyto_alba	GCF_902150015.1	Aves	12410	40	0.62	553490	1209.611877	0.42	32967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486.894672437981	287	2590	760	280	9.25	0.993050193050193	11.2628	0.0131764348140643	0.146144022058132	0.00412915568199366	192.677295099508	16281	121585	946	13273	9.16032547276426	0.991183122918123	3.977035	0.0248921221226188	0.183715436813052	0.00421281809327356	462.557993730407	921	6868	806.5	890	7.71685393258427	0.9944670937682	11.66865	0.016262976940717	0.160347756934236	0.00482767694123139	NA	NA	NA	0.04317018106	0.2580789012	0.167275127332261	0.03546122138	0.2538677931	0.139683813165034	0.0382815357	0.2377867637	0.160991028702915
Eurytemora_affinis	GCF_000591075.1	Other Invertebrates	150	0.19	NA	5978	386.487637	0.32	30425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15099.3304564389	286	2451	508	282	8.69148936170213	0.995104039167687	30.495675	0.00498319445250886	0.139013375443811	0.00196374106346826	3499.85326712647	20716	159680	588	19121	8.35102766591706	0.989334919839679	6.78271	0.0133444762462719	0.180996062418147	0.00303314806759383	12171.4113149847	902	7225	503	879	8.21956769055745	0.9919723183391	25.863	0.00675174942726203	0.171512093247778	0.00215749314773136	NA	NA	NA	0.7462842812	6.29068282	0.118633271228893	0.5772329982	5.734593725	0.100658045867059	0.571872453	5.702840104	0.100278535356249
Centruroides_sculpturatus	GCF_000671375.1	Other Invertebrates	NA	NA	NA	1106	863.041242	0.3	35529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	594.546428571428	286	2307	1423	266	8.67293233082707	0.991764195925444	9.9373225	0.0143314837323091	0.152259296157551	0.0039836841980761	232.112950340798	24591	109556	691	16650	6.57993993993994	0.987449340976304	1.0941765	0.022431957080576	0.179852018943727	0.00415251103322174	600.640232108317	903	6176	1389.5	833	7.41416566626651	0.991742227979275	9.85664	0.0170899142179766	0.157755613977929	0.00483335351014761	NA	NA	NA	0.4151110675	3.635788927	0.1141735881358	0.3966809777	4.158408317	0.0953925029628109	0.3903271307	4.141952087	0.0942374809030475
Ixodes_scapularis	GCF_002892825.2	Other Invertebrates	730	0.3	NA	12588	2081.329876	0.46	32572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1121.31102530264	268	2200	1358.5	234	9.4017094017094	0.999090909090909	18.6129	0.00785690822040479	0.154029729413215	0.00284016353442681	34.3768522226672	24501	84548	1538	10673	7.9216715075424	0.993069025878791	0	0.0188244038217537	0.18561350262552	0.00302251292370549	963.663089777196	845	5842	1353.5	743	7.86271870794078	0.999315302978432	17.14255	0.0110223346750624	0.165166326933785	0.00340789280850074	NA	NA	NA	0.5965238857	5.190879981	0.114917680216733	0.4413195628	4.328875282	0.101947858057972	0.01639650093	0.1362911546	0.120304952864491
Tetranychus_urticae	GCF_000239435.1	Other Invertebrates	29	0.03	NA	4365	89.613205	0.32	15684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3441.08468559838	274	606	77	211	2.87203791469194	0.998349834983498	31.1473	0.00414606118691079	0.230121078724385	0.00150528468814231	1473.47991918826	11686	29665	96	8680	3.4176267281106	0.994640148322939	10.74085	0.0149629876655732	0.199348705895405	0.00254367112809093	3047.84769715601	820	1723	81	610	2.82459016393443	0.998258850841555	27.31875	0.00494756877892085	0.170042771637741	0.00172381629706224	NA	NA	NA	0.8532244415	7.228412102	0.118037603481949	0.8384717683	8.412855285	0.0996655404016022	0.5406715007	5.554256564	0.0973436308658067
Nematolebias_whitei	GCF_014905685.1	Teleostei	NA	8	NA	88	1120.653511	0.41	24104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144.471434715995	291	2328	228	275	8.46545454545454	0.998711340206186	2.406095	0.00371577486314082	0.197538547119867	0.000327264858652595	56.1004592422503	21341	117259	348	16695	7.02359988020365	0.990610528829344	0.919655	0.00962245435432383	0.221329624469032	0.000464556357956395	134.513182230988	931	6306	224	888	7.10135135135135	0.997145575642245	2.241635	0.0048153433026401	0.177555455739781	0.000548769189795528	NA	NA	NA	0.15421114	1.11021972	0.138901459974067	0.1133432012	0.8332056915	0.136032677592433	0.07454659133	0.4922903887	0.151428086026332
Lamprotornis_superbus	GCA_015883425.1	Aves	9125	18	0.077	49153	1023.25327	0.41	14256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	626.338873702963	270	2456	661.5	264	9.3030303030303	0.897394136807818	2.9205525	0.0101998092426736	0.149142582214144	0.00362298715319245	281.234837891369	14256	103440	835	11549	8.95661962074639	0.858304331013148	0.22498425	0.0186783038882974	0.170883127948275	0.00381073445579259	666.187061574435	836	6602	708.5	814	8.11056511056511	0.881399575886095	3.08378	0.0132329798945818	0.150836590575209	0.00386052881926324	NA	NA	NA	0.01652593982	0.08253562711	0.200227954868204	0.01932072256	0.09318843971	0.207329606763731	0.02662864292	0.09795323416	0.271850573882062
Ovis_aries	GCF_002742125.1	Mammalia	8322	180	200	32319	2869.531331	0.42	42390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2823.94807072403	283	2869	994	279	10.2831541218638	0.997908678982224	7.84883	0.0174804161171289	0.148249269462688	0.00548829524335424	750.588516746411	21161	151570	1281	15509	9.77303501192856	0.994675727386686	1.30807	0.0278391322598316	0.167753536771881	0.00634251037679991	2691.37633549316	907	7621	1147	883	8.63080407701019	0.998162970738748	8.00426	0.0204856845587675	0.146726684275983	0.00650183966952628	NA	NA	NA	0.01396848054	0.1239132621	0.112727889680825	0.01234363341	0.1149592451	0.107373995012429	0.001800251663	0.01435554991	0.125404576925747
Neophocaena_asiaeorientalis	GCF_003031525.1	Mammalia	8280	170	70	782	2268.281269	0.41	38119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	292.41712926249	290	2898	1021	283	10.2402826855124	0.999309868875086	5.0920975	0.0214210183760349	0.138682052944833	0.00630087718309681	108.5334473383	18260	124388	1215	13088	9.50397310513447	0.992917323214458	1.3821	0.0334594931036857	0.165843969891759	0.00618215794536861	296.478950579622	942	7699	1193	908	8.47907488986784	0.998571243018574	5.43406	0.0277918890111706	0.146814263677402	0.00721139004008995	NA	NA	NA	0.0169722664	0.09599655909	0.176800778703828	0.006433109214	0.04271642513	0.150600364951467	0.002756592529	0.01125145556	0.244998748321946
Osmia_bicornis	GCF_004153925.1	Hymenoptera	NA	NA	NA	52458	210.55773	0.4	24839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1608.10435264114	278	1422	77	260	5.46923076923077	0.991561181434599	30.9109	0.0208772791988225	0.167777750317658	0.00445291065308877	826.51619644723	11191	52798	85	8693	6.07362245484873	0.990151142088715	11.9658	0.0333385703589199	0.199515836860185	0.00487494867477355	1565.47142527155	934	4329	77	877	4.93614595210946	0.991683991683992	28.7906	0.0223412066497017	0.171727316563687	0.00513986941849323	NA	NA	NA	0.008900422269	0.06354340792	0.140068380975183	0.00835273562	0.06117542275	0.136537440111111	0.008453805505	0.0610649774	0.138439509272626
